,Unnamed: 0,LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
490,563,BEL,Belgium,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,59.0,,
491,564,CAN,Canada,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,71.0,,
492,565,CZE,Czech Republic,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,66.0,,
493,566,DNK,Denmark,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,71.0,,
494,567,FIN,Finland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,69.0,,
495,568,FRA,France,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,62.0,,
496,569,DEU,Germany,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,72.0,,
497,570,GRC,Greece,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,44.0,,
498,571,HUN,Hungary,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,61.0,,
499,572,ISL,Iceland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,83.0,,
500,573,IRL,Ireland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,62.0,,
501,574,ITA,Italy,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,49.0,,
502,575,JPN,Japan,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,67.0,,
503,576,KOR,Korea,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,57.0,,
504,577,LUX,Luxembourg,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,63.0,,
505,578,MEX,Mexico,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,45.0,,
506,579,NLD,Netherlands,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,71.0,,
507,580,NZL,New Zealand,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,72.0,,
508,581,NOR,Norway,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,72.0,,
509,582,POL,Poland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,59.0,,
510,583,PRT,Portugal,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,65.0,,
511,584,SVK,Slovak Republic,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,60.0,,
512,585,ESP,Spain,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,57.0,,
513,586,SWE,Sweden,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,75.0,,
514,587,CHE,Switzerland,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,75.0,,
515,588,TUR,Turkey,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,32.0,,
516,589,GBR,United Kingdom,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,70.0,,
517,590,USA,United States,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,65.0,,
518,591,BRA,Brazil,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,51.0,,
519,592,CHL,Chile,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,53.0,,
520,593,EST,Estonia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,71.0,,
521,594,ISR,Israel,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,66.0,,
522,595,LVA,Latvia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,68.0,,
523,596,RUS,Russia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,65.0,,
524,597,SVN,Slovenia,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,66.0,,
525,598,ZAF,South Africa,JE_EMPL,Employment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,38.0,,
527,600,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.31,,
528,601,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.84,,
529,602,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,3.54,,
530,603,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.77,,
531,604,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.04,,
532,605,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.31,,
533,606,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,2.13,,
534,607,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.0,,
535,608,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.57,,
536,609,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,15.65,,
537,610,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.72,,
538,611,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.26,,
539,612,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,3.23,,
540,613,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,6.59,,
541,614,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.03,,
542,615,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.05,,
543,616,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,2.35,,
544,617,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.07,,
545,618,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.97,,
546,619,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.74,,
547,620,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.66,,
548,621,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.52,,
549,622,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.43,,
550,623,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,4.78,,
551,624,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,7.66,,
552,625,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.12,,
553,626,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.82,,
554,627,TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,2.39,,
555,628,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.13,,
556,629,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.66,,
557,630,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.92,,
558,631,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,0.49,,
559,632,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,3.35,,
560,633,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,1.59,,
561,634,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,3.17,,
562,635,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,TOT,Total,PC,Percentage,0,Units,,,16.46,,
564,637,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.38,,
565,638,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.99,,
566,639,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,3.71,,
567,640,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.88,,
568,641,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.85,,
569,642,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.34,,
570,643,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,2.44,,
571,644,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,4.2,,
572,645,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.8,,
573,646,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,12.62,,
574,647,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.59,,
575,648,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.24,,
576,649,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,3.83,,
577,650,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,6.17,,
578,651,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.38,,
579,652,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.05,,
580,653,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,2.69,,
581,654,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.06,,
582,655,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.81,,
583,656,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.72,,
584,657,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.8,,
585,658,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.55,,
586,659,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,4.25,,
587,660,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,4.91,,
588,661,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,6.65,,
589,662,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.3,,
590,663,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.66,,
591,664,TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.65,,
592,665,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.3,,
593,666,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.68,,
594,667,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,2.22,,
595,668,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,0.49,,
596,669,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,4.06,,
597,670,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,1.6,,
598,671,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,3.1,,
599,672,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,MN,Men,PC,Percentage,0,Units,,,14.42,,
601,674,AUS,Australia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.23,,
602,675,AUT,Austria,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.66,,
603,676,BEL,Belgium,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,3.35,,
604,677,CAN,Canada,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.64,,
605,678,CZE,Czech Republic,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.28,,
606,679,DNK,Denmark,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.29,,
607,680,FIN,Finland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.8,,
608,681,FRA,France,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,3.79,,
609,682,DEU,Germany,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.3,,
610,683,GRC,Greece,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,19.42,,
611,684,HUN,Hungary,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.87,,
612,685,ISL,Iceland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.27,,
613,686,IRL,Ireland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,2.55,,
614,687,ITA,Italy,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,7.16,,
615,688,JPN,Japan,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.58,,
616,689,KOR,Korea,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.05,,
617,690,LUX,Luxembourg,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.99,,
618,691,MEX,Mexico,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.07,,
619,692,NLD,Netherlands,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,2.15,,
620,693,NZL,New Zealand,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.75,,
621,694,NOR,Norway,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.51,,
622,695,POL,Poland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.47,,
623,696,PRT,Portugal,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.61,,
624,697,SVK,Slovak Republic,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,4.63,,
625,698,ESP,Spain,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,8.82,,
626,699,SWE,Sweden,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.92,,
627,700,CHE,Switzerland,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,2.0,,
628,701,TUR,Turkey,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,3.94,,
629,702,GBR,United Kingdom,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.95,,
630,703,USA,United States,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.63,,
631,704,EST,Estonia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.61,,
632,705,ISR,Israel,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,0.48,,
633,706,LVA,Latvia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,2.65,,
634,707,RUS,Russia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,1.57,,
635,708,SVN,Slovenia,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,3.26,,
636,709,ZAF,South Africa,JE_LTUR,Long-term unemployment rate,L,Value,WMN,Women,PC,Percentage,0,Units,,,19.05,,
638,711,AUS,Australia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,49126.0,,
639,712,AUT,Austria,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,50349.0,,
640,713,BEL,Belgium,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,49675.0,,
641,714,CAN,Canada,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,47622.0,,
642,715,CZE,Czech Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,25372.0,,
643,716,DNK,Denmark,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,51466.0,,
644,717,FIN,Finland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,42964.0,,
645,718,FRA,France,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,43755.0,,
646,719,DEU,Germany,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,47585.0,,
647,720,GRC,Greece,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,26064.0,,
648,721,HUN,Hungary,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,22576.0,,
649,722,ISL,Iceland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,61787.0,,
650,723,IRL,Ireland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,47653.0,,
651,724,ITA,Italy,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,36658.0,,
652,725,JPN,Japan,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,40863.0,,
653,726,KOR,Korea,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,35191.0,,
654,727,LUX,Luxembourg,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,63062.0,,
655,728,MEX,Mexico,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,15314.0,,
656,729,NLD,Netherlands,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,52877.0,,
657,730,NZL,New Zealand,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,40043.0,,
658,731,NOR,Norway,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,51212.0,,
659,732,POL,Poland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,27046.0,,
660,733,PRT,Portugal,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,25367.0,,
661,734,SVK,Slovak Republic,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,24328.0,,
662,735,ESP,Spain,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,38507.0,,
663,736,SWE,Sweden,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,42393.0,,
664,737,CHE,Switzerland,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,62283.0,,
665,738,GBR,United Kingdom,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,43732.0,,
666,739,USA,United States,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,60558.0,,
667,740,CHL,Chile,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,25879.0,,
668,741,EST,Estonia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,24336.0,,
669,742,ISR,Israel,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,35067.0,,
670,743,LVA,Latvia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,23683.0,,
671,744,SVN,Slovenia,JE_PEARN,Personal earnings,L,Value,TOT,Total,USD,US Dollar,0,Units,,,34933.0,,
673,746,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
674,747,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,
675,748,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
676,749,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
677,750,CZE,Czech Republic,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
678,751,DNK,Denmark,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
679,752,FIN,Finland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
680,753,FRA,France,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,90.0,,
681,754,DEU,Germany,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,90.0,,
682,755,GRC,Greece,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,80.0,,
683,756,HUN,Hungary,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,
684,757,ISL,Iceland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,98.0,,
685,758,IRL,Ireland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,95.0,,
686,759,ITA,Italy,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,
687,760,JPN,Japan,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,89.0,,
688,761,KOR,Korea,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,78.0,,
689,762,LUX,Luxembourg,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
690,763,MEX,Mexico,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,81.0,,
691,764,NLD,Netherlands,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
692,765,NZL,New Zealand,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,96.0,,
693,766,NOR,Norway,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,94.0,,
694,767,POL,Poland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,
695,768,PRT,Portugal,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,88.0,,
696,769,SVK,Slovak Republic,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
697,770,ESP,Spain,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
698,771,SWE,Sweden,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
699,772,CHE,Switzerland,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,93.0,,
700,773,TUR,Turkey,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,
701,774,GBR,United Kingdom,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,94.0,,
702,775,USA,United States,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,91.0,,
703,776,BRA,Brazil,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,90.0,,
704,777,CHL,Chile,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,85.0,,
705,778,EST,Estonia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,
706,779,ISR,Israel,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,88.0,,
707,780,LVA,Latvia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,86.0,,
708,781,RUS,Russia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,89.0,,
709,782,SVN,Slovenia,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,92.0,,
710,783,ZAF,South Africa,SC_SNTWS,Quality of support network,L,Value,TOT,Total,PC,Percentage,0,Units,,,88.0,,
712,785,AUS,Australia,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,96.0,,
713,786,AUT,Austria,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,92.0,,
714,787,BEL,Belgium,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,92.0,,
715,788,CAN,Canada,SC_SNTWS,Quality of support network,L,Value,MN,Men,PC,Percentage,0,Units,,,92.0,,
